track_name,primary_artist_name,all_artists,album_name,track_popularity,artist_popularity,artist_followers,artist_genres,album_release_date,duration_readable,is_explicit,track_url,track_uri,lastfm_listeners,lastfm_playcount,lastfm_tags,mb_country,mb_area,mb_tags,mb_score,mb_career_start,mb_career_end,mb_artist_type,mb_gender,lastfm_track_listeners,lastfm_track_playcount,lastfm_track_tags,external_source
Break Me,Adios Adios,Adios Adios,A Token of Love,,,,,2024-06-21,2:39,False,https://open.spotify.com/track/4KGupujAybsCTMOivkMm25,spotify:track:4KGupujAybsCTMOivkMm25,6444,50375,folk; psychedelic; art rock; indie,ES,Spain,,100,,,Person,,1983,5738,,lastfm
Slow,Florence Sinclair,Florence Sinclair,It’s a big man ting,,,,,2021-12-18,1:55,True,https://open.spotify.com/track/7kr9fOsSo2W5OZvXwrHWNI,spotify:track:7kr9fOsSo2W5OZvXwrHWNI,45552,773311,electronica; ambient; rap; alternative; idm,DE,Germany,fuzzy artist - series; has german audio plays; series title as artist; audio drama; _consistency,100,1981,,Character,male,25235,133876,,lastfm+mb
Idea June,Chanel Beads,Chanel Beads,Your Day Will Come,,,,,2024-04-19,1:30,False,https://open.spotify.com/track/30UGKAmsplFsEOpngWe6sz,spotify:track:30UGKAmsplFsEOpngWe6sz,234266,4319668,experimental; dream pop; indie pop; american; Neo-Psychedelia,,New York,,100,,,Group,,54793,294396,,lastfm+mb
when you call,synecdoche new york,synecdoche new york,synecdoche new york,,,,,2024-09-23,3:26,False,https://open.spotify.com/track/7LkUrAmolW1slN7RgRT3DK,spotify:track:7LkUrAmolW1slN7RgRT3DK,10460,29490,,US,United States,classical; symphony orchestra; orchestra; american orchestra,100,1842,,Orchestra,,9244,18993,,lastfm+mb
Reading Circle,Yorck Street,Yorck Street,My Small Piano,,,,,2025-09-04,1:07,False,https://open.spotify.com/track/6LC4ePGynffU39m2FmJzf3,spotify:track:6LC4ePGynffU39m2FmJzf3,2437,31985,,US,United States,rock; singer-songwriter; pop rock; heartland rock,100,1972,,Group,,493,2510,,lastfm+mb
Too Careful,Jabu,Jabu,A Soft and Gatherable Star,,,,,2024-10-18,2:52,False,https://open.spotify.com/track/78g4Sf7X3id6VELAFnzH3N,spotify:track:78g4Sf7X3id6VELAFnzH3N,39477,362107,electronic; experimental; ambient; dub; downtempo,,,,100,,,Group,,11219,29431,,lastfm+mb
Love/Of Love,Rockie Rode,Rockie Rode,Love/Of Love,,,,,2024-05-31,1:56,False,https://open.spotify.com/track/0tBFBamg7uL4mJqbrFAmwY,spotify:track:0tBFBamg7uL4mJqbrFAmwY,29490,151848,dream pop; experimental,,,,100,,,,,2489,6800,,lastfm+mb
Chasing Rabbits,Sta Dormida,Sta Dormida,More Like Never,,,,,2025-07-17,3:46,False,https://open.spotify.com/track/4XhAkqYYhyOOXxbY59UfNN,spotify:track:4XhAkqYYhyOOXxbY59UfNN,2555,11304,,,,,100,,,,,587,1479,,lastfm+mb
shootgaze,Elvira del Rocío,Elvira del Rocío; Ian Mills,shoot gaze,,,,,2025-09-02,1:58,False,https://open.spotify.com/track/5P3VdKiKJ5AN0I4fKCoNZC,spotify:track:5P3VdKiKJ5AN0I4fKCoNZC,5386,38996,slowcore; acoustic; songwriter,ES,Spain,,100,,,Person,female,918,2841,,lastfm+mb
"We don't have relationships, we take hostages",Sydenham High Road,Sydenham High Road,"We don't have relationships, we take hostages",,,,,2024-06-12,2:33,False,https://open.spotify.com/track/0ELbMuu8x1aj0vZcVnxUtB,spotify:track:0ELbMuu8x1aj0vZcVnxUtB,4182,24610,indie; electronic; hypnagogic pop; experimental,,,,100,2010,,Group,,958,2758,,lastfm+mb
Down Desire Avenue,Stina Nordenstam,Stina Nordenstam,Dynamite,,,,,1996,5:04,False,https://open.spotify.com/track/04T2RakZqdKLclJmciMG4g,spotify:track:04T2RakZqdKLclJmciMG4g,410534,5736521,female vocalists; swedish; singer-songwriter; indie; alternative,SE,Sweden,,100,1969,,Person,female,24059,85985,,lastfm+mb
From the moon,Detente,Detente,Ghosts,,,,,2024-05-28,2:09,False,https://open.spotify.com/track/5pLt5DvklGlNFDm2TmZ9Gz,spotify:track:5pLt5DvklGlNFDm2TmZ9Gz,16716,216696,thrash metal; speed metal; Female fronted metal; american; 80s,US,United States,metal; thrash metal,100,1984,,Group,,14982,47740,,lastfm+mb
Losing Tennessee,Fine,Fine,Rocky Top Ballads,,,,,2024-06-07,3:38,False,https://open.spotify.com/track/0cgrMmkoFQCJXnosXSqHWd,spotify:track:0cgrMmkoFQCJXnosXSqHWd,161233,1900350,dream pop; heavy metal; denmark; indie pop; hard rock,GB,United Kingdom,rock; electronic; pop; british; new wave,100,1984,1996,Group,,24381,101789,,lastfm+mb
White Horse,Florence Sinclair,Florence Sinclair,"departures, wonders & tears",,,,,2023-07-20,3:07,False,https://open.spotify.com/track/4lsDunhWL3vLfgHwo958Ry,spotify:track:4lsDunhWL3vLfgHwo958Ry,45552,773311,electronica; ambient; rap; alternative; idm,DE,Germany,fuzzy artist - series; has german audio plays; series title as artist; audio drama; _consistency,100,1981,,Character,male,20963,122942,,lastfm+mb
Giverrr,Loukeman,Loukeman,Sd-2,,,,,2024-01-11,1:45,False,https://open.spotify.com/track/2FVhSlabGn6T8KBwF3oZRD,spotify:track:2FVhSlabGn6T8KBwF3oZRD,204701,3353725,House; canada; outsider house; Canadian; toronto,,Toronto,,100,,,Person,male,47758,190600,,lastfm+mb
Working it out,ML Buch,ML Buch,Suntub,,,,,2023-10-27,3:39,False,https://open.spotify.com/track/1o11V7WFuu62zbiYgVW9qa,spotify:track:1o11V7WFuu62zbiYgVW9qa,220883,4392113,electronic; experimental; dream pop; art pop; denmark,DE,Germany,,100,1963,,Person,male,33082,167607,,lastfm+mb
Do You Want To Take Me To Heaven,Rockie Rode,Rockie Rode,Rockie,,,,,2026-02-13,4:05,False,https://open.spotify.com/track/3RxcXPsunJPHoQrnvshWFv,spotify:track:3RxcXPsunJPHoQrnvshWFv,29490,151848,dream pop; experimental,,,,100,,,,,2435,5053,,lastfm+mb
Much Ado About Something,Double Virgo,Double Virgo,Hardrive Heat Seeking,,,,,2023-08-31,4:42,False,https://open.spotify.com/track/7dSfpoDM9eOIARVZ93iThZ,spotify:track:7dSfpoDM9eOIARVZ93iThZ,100,474,UK; indie rock; Psychedelic Rock; rock; shoegaze,,London,,100,,,Group,,2569,15028,,lastfm+mb
You,Car Culture,Car Culture; Great Skin,Dead Rock,,,,,2021-05-04,2:07,False,https://open.spotify.com/track/1f2lq7xUhZKSc1djZE6iI8,spotify:track:1f2lq7xUhZKSc1djZE6iI8,31815,226660,ambient; Leftfield; downtempo; Canadian; montreal,JM,Jamaica,reggae; dub; roots reggae; soul and reggae,100,1976,,Group,,2721,6322,,lastfm+mb
Spell,jaso,jaso,Spell,,,,,2025-08-14,3:08,False,https://open.spotify.com/track/2qr24QSeOgpqVqFBKLktQu,spotify:track:2qr24QSeOgpqVqFBKLktQu,5526,55863,,,,,100,,,,,662,1368,,lastfm+mb
SWAY,Gyeongsu,Gyeongsu; June,TRIALS / SWAY,,,,,2024-05-08,2:28,False,https://open.spotify.com/track/7zYky5WFjuNAxHOoBJybrI,spotify:track:7zYky5WFjuNAxHOoBJybrI,25171,185066,pop; electronic; experimental; trip-hop; hypnagogic pop,,Paris,,100,,,Person,,4555,23986,,lastfm+mb
Tool,EXUM,EXUM,In Russia. A is a 9,,,,,2025-07-04,2:34,False,https://open.spotify.com/track/4s9Juo1ozFzcqFitGMJDRV,spotify:track:4s9Juo1ozFzcqFitGMJDRV,102305,503905,rap; Hip-Hop; experimental; hip hop; rnb,,Richmond,hip hop; r&b; alternative hip hop; pop rap,100,,,Person,male,2478,4849,,lastfm+mb
Flames shards goo,ML Buch,ML Buch,Suntub,,,,,2023-10-27,3:48,False,https://open.spotify.com/track/03vUSQpYEQryhvhI4VUsqb,spotify:track:03vUSQpYEQryhvhI4VUsqb,220883,4392113,electronic; experimental; dream pop; art pop; denmark,DE,Germany,,100,1963,,Person,male,75036,369020,,lastfm+mb
A/B,Fine,Fine,Rocky Top Ballads,,,,,2024-06-07,4:57,False,https://open.spotify.com/track/6uYxmyVvwe1uWkS7hQkMxg,spotify:track:6uYxmyVvwe1uWkS7hQkMxg,161233,1900350,dream pop; heavy metal; denmark; indie pop; hard rock,GB,United Kingdom,rock; electronic; pop; british; new wave,100,1984,1996,Group,,19663,76083,,lastfm+mb
ways of saying things direct - demo,Ydegirl,Ydegirl,Ydegirl,,,,,2021-10-15,4:38,False,https://open.spotify.com/track/1iPwnr5Y2oygUmWC1EtVbL,spotify:track:1iPwnr5Y2oygUmWC1EtVbL,34443,187174,experimental; indie pop; denmark; art pop,,Copenhagen,,100,,,Person,female,1279,4030,,lastfm
DayGlow,A Good Year,A Good Year,Sofina (Soundtrack),,,,,2024-03-06,2:32,False,https://open.spotify.com/track/1mTwYhDNXPSCHoOM9pAt8g,spotify:track:1mTwYhDNXPSCHoOM9pAt8g,62653,325634,electronic; ambient; french; indie; Soundtrack,,Copenhagen,,100,,,Person,,781,1445,,lastfm
Whys,Fine,Fine,Rocky Top Ballads,,,,,2024-06-07,2:35,False,https://open.spotify.com/track/7IyOHoioFBPlEZYZSlu7me,spotify:track:7IyOHoioFBPlEZYZSlu7me,161233,1900350,dream pop; heavy metal; denmark; indie pop; hard rock,GB,United Kingdom,rock; electronic; pop; british; new wave,100,1984,1996,Group,,14197,47246,,lastfm+mb
Paris,Quiet Light,Quiet Light,Pure Hearts,,,,,2025-01-31,2:59,False,https://open.spotify.com/track/4YVdmcjLsSSXz63bgfg5LL,spotify:track:4YVdmcjLsSSXz63bgfg5LL,93131,993470,indie folk; electronic; experimental; folk; dream pop,GB,United Kingdom,rock; electronic; pop; progressive rock; 70s,100,1970,2025,Group,,23210,66196,,lastfm+mb
Segundi Garinasso,Horse Vision,Horse Vision,Another Life,,,,,2025-03-07,2:07,False,https://open.spotify.com/track/6rGuG27M8QAQ7OvGgdZe1N,spotify:track:6rGuG27M8QAQ7OvGgdZe1N,52921,407652,indie rock; dream pop; art rock; electronic; shoegaze,DE,Germany,futurepop; synth-pop; german; synthpop; electro,100,1988,,Group,,5988,21840,,lastfm+mb
The Bridge 20221127,Heading,Heading; Otto Benson,The Bridge 20221127,,,,,2024-08-29,2:10,False,https://open.spotify.com/track/743WZsU4EedYGtOi3zPvv9,spotify:track:743WZsU4EedYGtOi3zPvv9,841,2411,,DK,Denmark,,100,,,Group,,506,978,,lastfm+mb
Idea June,Chanel Beads,Chanel Beads,Your Day Will Come,,,,,2024-04-19,1:30,False,https://open.spotify.com/track/30UGKAmsplFsEOpngWe6sz,spotify:track:30UGKAmsplFsEOpngWe6sz,234266,4319668,experimental; dream pop; indie pop; american; Neo-Psychedelia,,New York,,100,,,Group,,54793,294396,,lastfm+mb
78,Eterna,Eterna,Ants,,,,,2025-06-04,2:32,False,https://open.spotify.com/track/1QU9YgTYGKI8Rhit6Zw9qy,spotify:track:1QU9YgTYGKI8Rhit6Zw9qy,69209,781277,Power metal; Progressive metal; christian metal; white metal; brazilian metal,BR,Brazil,,100,1995,,Group,,3367,6903,,lastfm+mb
A Star,Fine,Fine,Rocky Top Ballads,,,,,2024-06-07,4:21,False,https://open.spotify.com/track/3nuNdgNMwAZMtt9H87fAaK,spotify:track:3nuNdgNMwAZMtt9H87fAaK,161233,1900350,dream pop; heavy metal; denmark; indie pop; hard rock,GB,United Kingdom,rock; electronic; pop; british; new wave,100,1984,1996,Group,,19092,61969,,lastfm+mb
sinking stone,Nova Varnrable,Nova Varnrable,where it melts away,,,,,2025-04-04,2:44,False,https://open.spotify.com/track/6HO2Ak18blRMCY7ePLRW5W,spotify:track:6HO2Ak18blRMCY7ePLRW5W,7230,30638,,,Copenhagen,alternative pop; electronic pop,100,,,,,2413,4880,,lastfm+mb
Flames shards goo,ML Buch,ML Buch,Suntub,,,,,2023-10-27,3:48,False,https://open.spotify.com/track/03vUSQpYEQryhvhI4VUsqb,spotify:track:03vUSQpYEQryhvhI4VUsqb,220883,4392113,electronic; experimental; dream pop; art pop; denmark,DE,Germany,,100,1963,,Person,male,75036,369020,,lastfm+mb
Sticks,snuggle,snuggle,Goodbyehouse,,,,,2025-09-12,2:50,False,https://open.spotify.com/track/11uUeMBP6peDDY8hbthXGc,spotify:track:11uUeMBP6peDDY8hbthXGc,70168,576848,Lo-Fi; indie pop; art pop; electronic; alternative pop,,,,100,,,,,10436,27398,,lastfm+mb
Await For Love,Colle,Colle,Montalvo,,,,,2024-11-13,2:13,False,https://open.spotify.com/track/0lml7RxY4kcOSfD4n5uUH8,spotify:track:0lml7RxY4kcOSfD4n5uUH8,51462,379596,ambient; indie; techno; Progressive; trip hop,US,United States,,100,,,Person,female,9418,22561,,lastfm+mb
It Must Be Bad,Operelly,Operelly,Handwriting Practice No. 1,,,,,2025-05-15,3:32,False,https://open.spotify.com/track/4L0S0Zzd2x8ToE8s9wJ4yQ,spotify:track:4L0S0Zzd2x8ToE8s9wJ4yQ,121735,1096224,singer-songwriter; indie; dream pop; indie pop; California,US,United States,art pop; bedroom pop; electropop,100,,,Person,female,4565,14834,,lastfm+mb
Whiplash 2,Quiet Light,Quiet Light,Blue Angel Sparkling Silver,,,,,2023-08-11,1:49,False,https://open.spotify.com/track/0CydqWDn2pocJH8NXqn1fl,spotify:track:0CydqWDn2pocJH8NXqn1fl,93131,993470,indie folk; electronic; experimental; folk; dream pop,GB,United Kingdom,rock; electronic; pop; progressive rock; 70s,100,1970,2025,Group,,24870,80191,,lastfm+mb
Working it out,ML Buch,ML Buch,Suntub,,,,,2023-10-27,3:39,False,https://open.spotify.com/track/1o11V7WFuu62zbiYgVW9qa,spotify:track:1o11V7WFuu62zbiYgVW9qa,220883,4392113,electronic; experimental; dream pop; art pop; denmark,DE,Germany,,100,1963,,Person,male,33082,167607,,lastfm+mb
stillicide,Angel Investor,Angel Investor,I Can’t Smell The Roses Underground,,,,,2025-05-15,2:25,False,https://open.spotify.com/track/4MepghiQTWylB8VarneGVh,spotify:track:4MepghiQTWylB8VarneGVh,4420,34103,shoegaze; indie; indie rock; post-punk; Neo-Psychedelia,,,,100,,,Person,,2839,10157,,lastfm+mb
People,Evan Wright,Evan Wright,Sound from out the Window,,,,,2021-08-25,2:41,False,https://open.spotify.com/track/40MWY7XqoVECo5JLiyh8A3,spotify:track:40MWY7XqoVECo5JLiyh8A3,34049,170434,folk; indie pop; folk pop; indie folk; funk_add_to_lidarr_batch_9,US,United States,background vocalist; soul; disco; gospel; rhythm and blues,100,1953,2020,Person,female,17404,45288,,lastfm+mb
Flutter away,Operelly,Operelly,*FLUTTERS AWAY*,,,,,2026-03-13,2:14,False,https://open.spotify.com/track/56eTmwBmxV2FFMEft8tcgy,spotify:track:56eTmwBmxV2FFMEft8tcgy,121735,1096224,singer-songwriter; indie; dream pop; indie pop; California,US,United States,art pop; bedroom pop; electropop,100,,,Person,female,4625,10643,,lastfm+mb
Waking Up,EXUM,EXUM; Maxi,In Russia. A is a 9,,,,,2025-07-04,3:06,False,https://open.spotify.com/track/6XhaBJyRHsYgT1kbJHiEM2,spotify:track:6XhaBJyRHsYgT1kbJHiEM2,102305,503905,rap; Hip-Hop; experimental; hip hop; rnb,,Richmond,hip hop; r&b; alternative hip hop; pop rap,100,,,Person,male,16796,39200,,lastfm+mb
Flatland,Quiet Light,Quiet Light,Fourth of July,,,,,2023-07-01,2:14,False,https://open.spotify.com/track/1E7H5nWpnqrvtvAuwiRfyc,spotify:track:1E7H5nWpnqrvtvAuwiRfyc,93131,993470,indie folk; electronic; experimental; folk; dream pop,GB,United Kingdom,rock; electronic; pop; progressive rock; 70s,100,1970,2025,Group,,9204,30112,,lastfm+mb
River mouth,ML Buch,ML Buch,Suntub,,,,,2023-10-27,4:59,False,https://open.spotify.com/track/5seTI2x0A3gqEB3QpIZCvr,spotify:track:5seTI2x0A3gqEB3QpIZCvr,220883,4392113,electronic; experimental; dream pop; art pop; denmark,DE,Germany,,100,1963,,Person,male,25790,121375,,lastfm+mb
Cyanide,snuggle,snuggle,Calendula,,,,,2023-11-03,3:21,False,https://open.spotify.com/track/4qkZ7DdgnbWUvNjIYwMB30,spotify:track:4qkZ7DdgnbWUvNjIYwMB30,70168,576848,Lo-Fi; indie pop; art pop; electronic; alternative pop,,,,100,,,,,926,2002,,lastfm+mb
Clayboy,RIP Swirl,RIP Swirl; Ydegirl,Emo Regulation,,,,,2025-05-16,2:35,False,https://open.spotify.com/track/3BESrc7B6JJqt7hFNx2gmb,spotify:track:3BESrc7B6JJqt7hFNx2gmb,98932,636466,ambient; idm; chillout; electronic; downtempo,,Berlin,,100,,,Person,male,8020,18564,,lastfm+mb
Work It Out,Acopia,Acopia,Acopia,,,,,2023-11-24,4:02,False,https://open.spotify.com/track/6t3gFZZpy0m8Sy7mbTKDSz,spotify:track:6t3gFZZpy0m8Sy7mbTKDSz,161889,1712764,dream pop; electronic; downtempo; australia; trip-hop,,Melbourne,ambient; dream pop,100,,,Group,,17900,44151,,lastfm+mb
Tell my man,Operelly,Operelly,*FLUTTERS AWAY*,,,,,2026-03-13,3:28,False,https://open.spotify.com/track/0305YGbEWJVQpPDHfV1LdK,spotify:track:0305YGbEWJVQpPDHfV1LdK,121735,1096224,singer-songwriter; indie; dream pop; indie pop; California,US,United States,art pop; bedroom pop; electropop,100,,,Person,female,4836,11928,,lastfm+mb
Rita Poser,Rita P,Rita P,Rita's Purse,,,,,2025-05-06,1:45,False,https://open.spotify.com/track/6EvkNzkqGMZ2DqIBNshHsN,spotify:track:6EvkNzkqGMZ2DqIBNshHsN,5164,50805,slacker rock; shoegaze; cloud rock; hypnagogic pop; wish ill see them one day,US,United States,rock; pop; singer-songwriter; electropop; 2000s,100,1979,,Person,female,3110,13212,,lastfm+mb
Police Scanner,Chanel Beads,Chanel Beads,Your Day Will Come,,,,,2024-04-19,2:22,False,https://open.spotify.com/track/1uLOYD6T0wdpOD8FcgsPuv,spotify:track:1uLOYD6T0wdpOD8FcgsPuv,234266,4319668,experimental; dream pop; indie pop; american; Neo-Psychedelia,,New York,,100,,,Group,,146402,979779,,lastfm+mb
Hug,ML Buch,ML Buch,Fleshy,,,,,2017-02-23,3:23,False,https://open.spotify.com/track/1pRFCo1H119QlOc2punlvJ,spotify:track:1pRFCo1H119QlOc2punlvJ,220883,4392113,electronic; experimental; dream pop; art pop; denmark,DE,Germany,,100,1963,,Person,male,5362,16575,,lastfm+mb
Donkey Horse,Horse Vision,Horse Vision,Another Life,,,,,2025-03-07,2:00,False,https://open.spotify.com/track/0oTzkcUfYtQisKyYfRnHuy,spotify:track:0oTzkcUfYtQisKyYfRnHuy,52921,407652,indie rock; dream pop; art rock; electronic; shoegaze,DE,Germany,futurepop; synth-pop; german; synthpop; electro,100,1988,,Group,,4888,16277,,lastfm+mb
Dissolve,snuggle,snuggle,Calendula,,,,,2023-11-03,3:58,False,https://open.spotify.com/track/331wesn7MvvyubjRkQqRf5,spotify:track:331wesn7MvvyubjRkQqRf5,70168,576848,Lo-Fi; indie pop; art pop; electronic; alternative pop,,,,100,,,,,2504,4976,,lastfm+mb
You're No Good For Me,Acopia,Acopia,Chances,,,,,2022-03-07,4:19,False,https://open.spotify.com/track/6kOREvkDIKFcUAPgQpyenX,spotify:track:6kOREvkDIKFcUAPgQpyenX,161889,1712764,dream pop; electronic; downtempo; australia; trip-hop,,Melbourne,ambient; dream pop,100,,,Group,,10507,24850,,lastfm+mb
HOODIE MUSIC,Oli XL,Oli XL,Lick The Lens – Pt.1,,,,,2025-08-27,2:21,False,https://open.spotify.com/track/2P5Bs4ReS6ItzrwSPiRtaK,spotify:track:2P5Bs4ReS6ItzrwSPiRtaK,128442,1668135,idm; experimental; ambient; Deconstructed Club; bass,SE,Sweden,electronic; ambient; idm; _private tag 1,100,1995,,Person,,14596,48765,,lastfm+mb
Rest Here,Car Culture,Car Culture; Physical Therapy,Rest Here,,,,,2025-10-09,3:57,False,https://open.spotify.com/track/3kk2Dvffp73fZW3ZbFrInH,spotify:track:3kk2Dvffp73fZW3ZbFrInH,31815,226660,ambient; Leftfield; downtempo; Canadian; montreal,JM,Jamaica,reggae; dub; roots reggae; soul and reggae,100,1976,,Group,,12110,31285,,lastfm+mb
Spirals On My Tongue,RIP Swirl,RIP Swirl; Ydegirl,Emo Regulation,,,,,2025-05-16,2:45,False,https://open.spotify.com/track/0I1oME61NvoZCIQxct99mP,spotify:track:0I1oME61NvoZCIQxct99mP,98932,636466,ambient; idm; chillout; electronic; downtempo,,Berlin,,100,,,Person,male,14471,38012,,lastfm+mb
This Far,ML Buch,ML Buch,Fleshy,,,,,2017-02-23,3:58,False,https://open.spotify.com/track/5yhysPK7inHfHk5H41cEHu,spotify:track:5yhysPK7inHfHk5H41cEHu,220883,4392113,electronic; experimental; dream pop; art pop; denmark,DE,Germany,,100,1963,,Person,male,6787,19502,,lastfm+mb
You Know That I've Stayed,Quiet Light,Quiet Light,Blue Angel Sparkling Silver,,,,,2023-08-11,2:37,False,https://open.spotify.com/track/5TvcR7q7t62vNpBqVNlhr4,spotify:track:5TvcR7q7t62vNpBqVNlhr4,93131,993470,indie folk; electronic; experimental; folk; dream pop,GB,United Kingdom,rock; electronic; pop; progressive rock; 70s,100,1970,2025,Group,,18268,48002,,lastfm+mb
Super,Lauren Duffus,Lauren Duffus,Super / Lewisham,,,,,2025-05-01,4:38,False,https://open.spotify.com/track/2uyWkyLX57V6dqKnmzqWmn,spotify:track:2uyWkyLX57V6dqKnmzqWmn,37446,297973,ambient; electronic; experimental; dance; wish ill see them one day,,London,,100,,,Person,female,7590,22327,,lastfm+mb
Just Fine,Acopia,Acopia,Chances,,,,,2022-03-07,3:32,False,https://open.spotify.com/track/1uB7tSVsoG9ZfpAix2NaQQ,spotify:track:1uB7tSVsoG9ZfpAix2NaQQ,161889,1712764,dream pop; electronic; downtempo; australia; trip-hop,,Melbourne,ambient; dream pop,100,,,Group,,18451,48241,,lastfm+mb
Game on,snuggle,snuggle,Calendula,,,,,2023-11-03,3:26,False,https://open.spotify.com/track/1afluyhRWuDxMitKDXuQTJ,spotify:track:1afluyhRWuDxMitKDXuQTJ,70168,576848,Lo-Fi; indie pop; art pop; electronic; alternative pop,,,,100,,,,,2009,4720,,lastfm+mb
Love in the Darkness,a.s.o.,a.s.o.; Alias Error,a.s.o.,,,,,2023-06-02,4:31,False,https://open.spotify.com/track/2je7nCHSkWemSHgvLLIc32,spotify:track:2je7nCHSkWemSHgvLLIc32,73681,776319,trip-hop; dream pop; ethereal wave; trip hop; female vocalist,US,United States,hip hop; chillwave; instrumental hip hop; lo-fi; instrumental,100,,,Person,male,27844,105490,,lastfm+mb
Prey,Touching Ice,Touching Ice,I Just Remembered Everything Always Works Out for Me,,,,,2025-11-14,3:13,False,https://open.spotify.com/track/0HCBtHfL2Fs9Qt4S3M3kxv,spotify:track:0HCBtHfL2Fs9Qt4S3M3kxv,15120,115745,pop; electronic; techno; electro,,Los Angeles,,100,,,,,1942,4684,,lastfm
Teen,ML Buch,ML Buch,Fleshy,,,,,2017-02-23,4:12,False,https://open.spotify.com/track/6P2GPsEOdj8ta1VWZKpUAO,spotify:track:6P2GPsEOdj8ta1VWZKpUAO,220883,4392113,electronic; experimental; dream pop; art pop; denmark,DE,Germany,,100,1963,,Person,male,10558,32386,,lastfm+mb
Starfall,Quiet Light,Quiet Light,Starfall,,,,,2024-07-30,3:10,False,https://open.spotify.com/track/0zKb1LPFrl5CaA1RlYk6vd,spotify:track:0zKb1LPFrl5CaA1RlYk6vd,93131,993470,indie folk; electronic; experimental; folk; dream pop,GB,United Kingdom,rock; electronic; pop; progressive rock; 70s,100,1970,2025,Group,,3905,11400,,lastfm+mb
