name,id,uri,followers,genres,popularity,top_tracks
Mozzie,10gjx964A7V2fWnMZXTiy4,spotify:artist:10gjx964A7V2fWnMZXTiy4,2178,lo-fi beats; lo-fi; jazz beats,47,Amelie; forever young; floating; Olive; Oasis; Palette; camellia; Fable; happy days; Fragments
pete castle,30iN8zR9kklIfdH9dL8qOn,spotify:artist:30iN8zR9kklIfdH9dL8qOn,92,,46,in an open field; until then; through the fog; chasing shadows; the dawn is yours; Free Again; in passing; what remains; hiding place; without a trace
Haku-San,0dGpPnF1fbxs3Bhz2bO8UA,spotify:artist:0dGpPnF1fbxs3Bhz2bO8UA,119,lo-fi; lo-fi beats,46,Midnight Dreams and Lights; Twilight; Dusking; Staying Overnight; The Purple House; Forgotten Forest; Cloudy Sky; Summer Station; The Old Mill House; Look! A Factory On The Hill
low&slow,5nRIouNA5T37sVSDEjbhAL,spotify:artist:5nRIouNA5T37sVSDEjbhAL,992,lo-fi beats; lo-fi,46,Echoes of Nebula; poseidon; glow; Laguna; highway one; wakayama; Waves; Almost there; journey; labels
yosei.,611H6R34SPmF5jQLMzc0wf,spotify:artist:611H6R34SPmF5jQLMzc0wf,82,jazz beats; lo-fi,46,Soluna; forestwalk; temporal; capsize; beyond; stasis; show and tell; time walk; spellskite; rhystic
Half Blue,2OFRhWUjfTKWj9XGiAZplC,spotify:artist:2OFRhWUjfTKWj9XGiAZplC,8605,jazz beats; lo-fi beats; lo-fi; jazz rap,46,forestwalk; temporal; Nightcap; No Doubt; Moonlit; stasis; show and tell; time walk; Run The City; Canopic
yellofish,6wHTJtZcirtHMW5PALNq3p,spotify:artist:6wHTJtZcirtHMW5PALNq3p,981,lo-fi beats; lo-fi,46,what´s my name; engine; shanghai tower; early bird; violett; bonsai tree; curry stew; vase; ocean view; igloo
Zycix,2Wv6IR9Z1e2zHWLDOHWUFy,spotify:artist:2Wv6IR9Z1e2zHWLDOHWUFy,1202,lo-fi,46,Way Closer; Shades of Night's Sky; Windmill; Silent Fire; Last Days Of Summer; Moon Tales; Foggy Night; Eternal Skies; Through The King's Forest; Lanterns in the Mist
Akkoro,7oYEzKdDKAF7DjhsS4nEOt,spotify:artist:7oYEzKdDKAF7DjhsS4nEOt,450,lo-fi beats; lo-fi,46,Our Feelings; Fleeting; Find Me; Can't Stop; Christmas Spirit; Our Souls; Traces of a Life; Your Eyes; Soft Reverie; Hopeful World
cløse2u,4SAUbKw5T4xORiIq16XKUE,spotify:artist:4SAUbKw5T4xORiIq16XKUE,727,lo-fi beats; lo-fi; jazz beats,46,Reading Books; Snowball Fight; Back in the Shadow; Lights; Glad We've Met; Tropical Punch; Grey; Coffee Visit; From Lisbon With Love; Random
Space Queen,3m5nS34Ypq4yvWZ2krrVHD,spotify:artist:3m5nS34Ypq4yvWZ2krrVHD,1380,lo-fi,45,Violet; Bonita; Moving; On the Roof; Tempo; Rare Moonglow; Dream Sequence; By the Hills; The Guide to Wild Flowers; Dusk
Mike Nora,5HCpJ18GNaqB4nCl6MyGBI,spotify:artist:5HCpJ18GNaqB4nCl6MyGBI,71,lo-fi beats; lo-fi,45,hello buddy; solitude; Get Through; Nocturnal; Nightshift; talk more; letting go; Flipped FM; embrace; Washed Away
Sundaze,2YxIkLC16Y21afaSqjP9b0,spotify:artist:2YxIkLC16Y21afaSqjP9b0,363,jazz beats; lo-fi; lo-fi beats,45,Cirrus; Freefall; Cozy Christmas; Heavenly; No Sweat!; Roots; Late Winter; Icogito; shades; Night Conversations
Yumeoka,2QO9MfQwz3oGySq5Tiuo4Q,spotify:artist:2QO9MfQwz3oGySq5Tiuo4Q,203,lo-fi,45,"losing time; O Come, All Ye Faithful; Terminal; In hindsight; Stay Awake; Just A Minute; Everybody's talking; Come my way; Unresolved; Freelunch"
BeatsBySindri,3l4l6Du65QxJ1uhw8SLsyV,spotify:artist:3l4l6Du65QxJ1uhw8SLsyV,439,lo-fi beats; lo-fi,45,Kyla; Gomorra; KONTAKT; MOTGIFT; Hashiru; Sanctuary; Centina; Picanha; Helios; Sphinx
Soulflu,6dBaFTE0JSiCN4JL9K03tM,spotify:artist:6dBaFTE0JSiCN4JL9K03tM,285,lo-fi,45,Cozy Nights; Escape; high above; hey there; AIRPORT; naranja; Firefly; happy life; lush living; catch me if you can
Berhanio,3ZkP4NjIpKfyaTf2hTAmkW,spotify:artist:3ZkP4NjIpKfyaTf2hTAmkW,181,lo-fi beats; lo-fi,45,Make It; Wassup; Memory Game; Honey; Fancy; Top Floor; Main Street; Milkshakes; Tell Me
Cozy Nordic,5bXNQJuvFUMikwDTTOg5ou,spotify:artist:5bXNQJuvFUMikwDTTOg5ou,2173,lo-fi; lo-fi beats,45,rainfall; quiet night; the sheeps; lille dyp; sofa nap; halloumi; daylight; afternoon tea; quiet spot; trees
Sunny Léo,2w5KiJbmzmpynhshcjodYG,spotify:artist:2w5KiJbmzmpynhshcjodYG,22,,44,All Nighter; Ten; Naxos Beach; Tanned Skin; Swings; Golden Goose
Photosynthetic,07gRq5MLkPSFcl6ECDONS1,spotify:artist:07gRq5MLkPSFcl6ECDONS1,70,,44,skagen; City Boy; Smiley; Yuzu; PAGES; Tea; Maxe
skrn,1k29Ytv2zKdGrYGadr9etJ,spotify:artist:1k29Ytv2zKdGrYGadr9etJ,957,lo-fi beats; lo-fi; jazz beats,44,croissant; Sunset Dribble; skills; Emotions; City Lounge; bubble push; canvas; Night Rio; Jazz Avenue; lemon maffin
"Oh, My.",1f5I28sZb2efjRLXO1jX0h,spotify:artist:1f5I28sZb2efjRLXO1jX0h,1238,jazz beats; lo-fi beats; lo-fi hip hop; lo-fi,44,Springtime; Gryning; Ande; So Far; Stills; Light Changes; all i ever wanted; Radiant; Flow; 30 Minutes
Pleij,0JohphlOxBRMHrYLcWvIFN,spotify:artist:0JohphlOxBRMHrYLcWvIFN,1092,lo-fi beats; jazz beats; lo-fi,44,home; Colors; are you there; Sorry Not Sorry; hopes n dreams; good morning; campfire; Birds; Gloww; meadows
hiking trip,2LYQSy5WzO4IpaDmvmGzts,spotify:artist:2LYQSy5WzO4IpaDmvmGzts,106,lo-fi beats; lo-fi,44,Undertone; Blue Skies; Skipping Rocks; See You Soon; Memories; Lemon Slice; Long Way; promise; quiet evening; finish line
.clouds,6Ha1LtNwHLYtdp84uDru1b,spotify:artist:6Ha1LtNwHLYtdp84uDru1b,17389,lo-fi,44,long drive; autumn sun; lilac days; cozy mornings; sweet evening; beautiful morning; serenity; warm rain; apnea; exhale
Quist,5aAoxh5kzdhSfHhsPThqdH,spotify:artist:5aAoxh5kzdhSfHhsPThqdH,8065,lo-fi hip hop; lo-fi; lo-fi beats; jazz beats,44,stick around; Faded memory; Seeing You In Every Snowflake; Feeling Good; Loves Dissonance; Hazel; Apples; We Are Not Human; accords de minuit; Regrets
Nuncc,2boLOio6iQ5rnScySM67q8,spotify:artist:2boLOio6iQ5rnScySM67q8,760,lo-fi beats; jazz beats; lo-fi,44,Lounge; Azo; Tonight; Tune Out; Muted Mornings; Can't Get Enough; Meanwhile; Plaza; Abuela; Ghostrunner
Cmd q,6XiXz5Vit02rmpr0M9SzMG,spotify:artist:6XiXz5Vit02rmpr0M9SzMG,835,lo-fi beats; lo-fi,44,Morse; Yorkshire; Lazy Locomotive; Tired; Gameboy; Blueprints; Crow; migratory birds; Everything you need; Coffein
Ali Kaj,06VNBq9wJN4eEo6ZRM7HGI,spotify:artist:06VNBq9wJN4eEo6ZRM7HGI,1422,lo-fi beats; lo-fi,43,raindance; sweetness; coconut; see you tomorrow; Between Us; train to tokyo; smileyface; in the midst; forever dreaming; blissful
lil francky,3FlerjqtDDQXTlB4o1165S,spotify:artist:3FlerjqtDDQXTlB4o1165S,9,lo-fi beats,43,Solstice; on the roof
oakbear,2rPCLX9rh1xFeRCTUCD5R6,spotify:artist:2rPCLX9rh1xFeRCTUCD5R6,234,lo-fi beats,43,in an open field; After Midnight; Teardrops; overthinker; Leaving The Place; Half Awake; frosted terrace; Pacific Place Reverie; Silent Snowfall; Timeless Reflections
Hillways,4UHkYUJbceL48XowKrC4Mg,spotify:artist:4UHkYUJbceL48XowKrC4Mg,76,lo-fi beats,43,Floating Memory; Snooze Button; Finger Painting; Milkshakes; Mood; Auras; Weightless; Valleys; Tropicanana; Autumn Air
French Connection,65psUobejSe9ZkjPgtCtZW,spotify:artist:65psUobejSe9ZkjPgtCtZW,513,lo-fi beats; lo-fi,43,Sail Setter; Au revoir; Marseilles; Tea For Three; I try to tell him; Tryna Ball; Bisous; Merci; French Massage; Suivante
sove,3qpcpvSv3LQSgRzofyKLlt,spotify:artist:3qpcpvSv3LQSgRzofyKLlt,70,lo-fi,43,hello buddy; gust of wind; cabin morning; memory; park day; oceanside; sunkissed; distant thunder; window; sea of stars
zoemoon.,4p3SsPKnaomOEyJ42L21Yd,spotify:artist:4p3SsPKnaomOEyJ42L21Yd,156,lo-fi beats; lo-fi,43,daydreamin; true story; another day; zoom; dark red; me so nice; mykonos street; Turquoise; let's get loud; Nimbus
Ahntow,4916V2MuzFT62WpTGgm64H,spotify:artist:4916V2MuzFT62WpTGgm64H,3363,lo-fi; lo-fi beats,43,Sunsettle; Drowsink; moonbeam.; Little Walk; Oscura; Worn; Afterain; surf; Lucid Dream; Refuge
jean opal,4vSheQ1c3KW4v7MOrPE7ql,spotify:artist:4vSheQ1c3KW4v7MOrPE7ql,55,lo-fi; lo-fi beats,43,florale; contour; ombre; crépuscule; inouï; bleu pâle; nuage; fantôme; quiétude
chanchito estafa,3qrY0YViGM8BhOjdKFNaOE,spotify:artist:3qrY0YViGM8BhOjdKFNaOE,102,lo-fi beats,43,little bird; dirty loops; the house cat; spaceship; eclipse; coconutty; tower; mi casita en chile; watergate; nightstand
Soft Dunes,6VxhYRvoYXiPFKVKGzzhPI,spotify:artist:6VxhYRvoYXiPFKVKGzzhPI,62,lo-fi beats; lo-fi,43,Quiet; Dune; Voyage; Moment; Fantasy; Still
johto,7B2DA6KU0k3hJaENyOBXB4,spotify:artist:7B2DA6KU0k3hJaENyOBXB4,4750,lo-fi; lo-fi hip hop; lo-fi beats,43,echo; blue moon; bloom. [intro...]; welcome back.; night.sky; outside.; fourside.; Moon; Haze; wake.up
silkwürm,1TkPBaPShLazfcQ6NpRolZ,spotify:artist:1TkPBaPShLazfcQ6NpRolZ,178,lo-fi beats; lo-fi,43,"Drizzle; heath; Busan; park; well, spring; snug; billy; sunbaked; Miniature"
softflow,7bpXsZz8CK2r8QWptlceTP,spotify:artist:7bpXsZz8CK2r8QWptlceTP,192,lo-fi beats,42,dream garden; after all; sapling; tides; nebula; ambedo; a night in rio; ambivalence; by the fireplace; drift
Muroki,1AeSPGqAkY1Me6ed49vb0n,spotify:artist:1AeSPGqAkY1Me6ed49vb0n,14,lo-fi beats,42,Drafted; Where the Stones Breathe
Youthology,333R5FY9kU0xShruEP0BQM,spotify:artist:333R5FY9kU0xShruEP0BQM,635,lo-fi beats; lo-fi; jazz beats,42,Playing at the Quiet Hour; Guilty Pleasures; Santas Bag; Bedtime; Rekindle; Sunday Evening; Casual; Hide and Seek; City Street Lights; Drinks On Me
The Yume Collective,7Kdl3c6JU2v41pmXkG31Q7,spotify:artist:7Kdl3c6JU2v41pmXkG31Q7,318,,42,Every Step Holds Freedom; youfeellikehome; Autumn Leaves; evening sofa; who’s the mystery now; Red and Gold; Dreamcraft (Minecraft Lofi); Misty Trail; Warmth Between the Sheets; Season of Yellow
Taki Brano,3kegRO5fvrXxqOrUiEbtOG,spotify:artist:3kegRO5fvrXxqOrUiEbtOG,1590,jazz rap; lo-fi; jazz beats,42,Change Of Reason; A Lovely Day; Pockets; Quahogs; No Need; Mount Pleasant; Autumn Sun; Summers at the Cafe; Night Crawling; The Hill
bax iv,0JZZhhFnYFY5c4mDXTgj42,spotify:artist:0JZZhhFnYFY5c4mDXTgj42,273,lo-fi,42,untangled; perspective; under water; M train; brainlift; lower degree; all time; spirited; bodyheat; reversing
Jazzamass,3gMOdlsYdkbCobRA1i8Bwb,spotify:artist:3gMOdlsYdkbCobRA1i8Bwb,345,lo-fi; lo-fi beats,42,monday coffee; pantera; The Christmas Song; alone again; square day; Juno The Cat; smoke and mirrors; The crooner; Suburban chill; City life
milligon,62h3mAlyYduSmprbNEdKKD,spotify:artist:62h3mAlyYduSmprbNEdKKD,1023,lo-fi; lo-fi beats,42,Kristall; Sage; Warm Chocolate; Morning Coffee; Roads; Solitude; Questions; Echoes; Lost; Severe
Howiewonder,6tLB3u0PouAAwQXDRFuiSk,spotify:artist:6tLB3u0PouAAwQXDRFuiSk,2544,lo-fi beats; lo-fi; jazz beats,42,Deep Forest; Interstellar; Afterdawn; Movin; Energy; Brewin'; old telephone; acting gift; clouds; pure
the tofu paradigm,3Ux7jaAusHBJAKgdzZ1RCe,spotify:artist:3Ux7jaAusHBJAKgdzZ1RCe,490,lo-fi; lo-fi beats,42,industrial revolution; astronaut; abuela loca; four star restaurant; elderflower; mushroom clouds; volume 2; 18.30; lonely nights; parking lot
Plaxon,5rRInZb0tVQj0SuiTC5tIM,spotify:artist:5rRInZb0tVQj0SuiTC5tIM,7,lo-fi beats,41,Surreal; Midway Through; T-77; Lullaby
Osian Lewis,3kn72XyMIHZfZAQ4LqsUEs,spotify:artist:3kn72XyMIHZfZAQ4LqsUEs,93,lo-fi,41,Moonlit Amble; By The Fire; Tea; Serengeti; Cottage; Tiny Moose; Park At Night; Ladybug; Somber
howupheelin',23RWeaDeSVPWEOGogfsQ0i,spotify:artist:23RWeaDeSVPWEOGogfsQ0i,119,jazz beats; jazz rap,41,Soluna; how we feel; what's next; whateva man; Easy Living; daydreams
$imba,6ZPRXOOs0K9EipFamTz2YP,spotify:artist:6ZPRXOOs0K9EipFamTz2YP,257,lo-fi,41,aquatic dreams; connection; aqua de vida; martini; ice; Sleepless; aries; dough; dugong; Moonlight
DeepFried,4A7rZ1BaKF90PlAhJgdx0f,spotify:artist:4A7rZ1BaKF90PlAhJgdx0f,15,lo-fi beats; lo-fi,41,Laundry Day Dreams; On the Metro; Pastel Echoes; Rain Notes; Soft Static
Reve brumeux,2ZlVEhVqWhxjhWl8awyoDY,spotify:artist:2ZlVEhVqWhxjhWl8awyoDY,191,lo-fi beats; lo-fi,41,lotus lullaby; slow moves; my little moon; train to paris; mindful thoughts; campfire; peaceful evening; crispy chicken; pims lullaby
DreamWavez,4OZJkUu3poNHvSgPZ8RBup,spotify:artist:4OZJkUu3poNHvSgPZ8RBup,109,lo-fi beats; lo-fi,41,Clouds in the Sky; Afternoon Mojitos; Somewhere by the Seashore; Morning Dew; More Clouds in the Sky; Slow Motion; Day Dreaming; Cenotes; Tulum Getaways; Ocean View
entsy,6UKGPZKVaXj8xmtkGLKuUX,spotify:artist:6UKGPZKVaXj8xmtkGLKuUX,246,lo-fi beats; lo-fi,41,Cloud Drift; Lucid City; Not At All; path-not-taken; Beale Street Stars; Territorium; peaceful; sequence B; Table is set; Young Neil
Nice Gii,4y04SK9f1oYHAZ8WDHy9wi,spotify:artist:4y04SK9f1oYHAZ8WDHy9wi,485,lo-fi beats; lo-fi,41,coconut kisses; caterpillar dance; Slick As A Swan; Future Lovers; sunset hangout; elevate; Night Alley; Know What?; caracola; no sugar no coffee
h00t,0HSpA668bhwiKDBvzqTcvX,spotify:artist:0HSpA668bhwiKDBvzqTcvX,173,jazz beats; lo-fi beats; lo-fi,41,Our View; In The Water; Legacy; Blue Rain; Surfday; Glow; Spheres; I Can Relate; On This Planet; Once in a while
wavvzz,33tg0cH66APhaWirPjOXEu,spotify:artist:33tg0cH66APhaWirPjOXEu,344,lo-fi beats; lo-fi,41,"Drifting; waiting; Ascension; Floating; Levitate; Lilo And The Oasis; Rio State of Mind; Goodbye, Mr. Sunshine; Summer Rain; Ruas Perversas"
Dry Season,2RpCGiBorQiczooQVuu2zo,spotify:artist:2RpCGiBorQiczooQVuu2zo,10,lo-fi beats,40,Under the Streetlamp; Pink Hour Groove
constin,3Pe8D6Au2tQUCtcoYVSzg1,spotify:artist:3Pe8D6Au2tQUCtcoYVSzg1,24,lo-fi beats,40,inside outside; Joves; Odins hög; Lemonade; Done; Child's Play; thoughts during a sunset; Dickies; Alto
Jackcem,175eRj1lYZUTPJe7Fnvsc8,spotify:artist:175eRj1lYZUTPJe7Fnvsc8,40,,40,Cirrus; Icogito; latte; macchiato; mistakes; jazzyles; Giving Up; Sol na Varanda'; Sol De Nietzsche; Bossa
Young Akino,4u16ySAhgpcfh3aRi0pv5o,spotify:artist:4u16ySAhgpcfh3aRi0pv5o,287,lo-fi,40,Vintage Shop; April; Tea Cups; Summer Breeze; Bedtime story; On the go; Late Night; New York; Macchiato; Whispers of the City
Kamden Kids,1fYoFQk1JknPQfbNP7L7j8,spotify:artist:1fYoFQk1JknPQfbNP7L7j8,239,lo-fi,40,tilt house; say it softer; Trick Or Is It; Breakaway Beauty; Hand Me Your Honey; Sunny Day Inside; Happy Xmas (War Is Over); trail mix; All Is Okay; friends aplenty
Sewelo,36kUbBFuze4TQRCCKYX3q9,spotify:artist:36kUbBFuze4TQRCCKYX3q9,139,lo-fi beats,40,Drifting; Clouds Beauty; Peace of Nature; Orange Moon; Floating Clouds; always on the way; Fall Warmth; Demon's Beauty; Awareness; Sundown Beauty
grtjs,35ozfoP5iHUFpz6A6vXSWo,spotify:artist:35ozfoP5iHUFpz6A6vXSWo,48,lo-fi beats; lo-fi,40,home; hopes n dreams; good morning; campfire
Echo Iluné,6vzGGgNN6e9AZN12dm6Pso,spotify:artist:6vzGGgNN6e9AZN12dm6Pso,32,lo-fi beats,40,radio silence; Christmas Dinner; First Noel; bubbles; Lazy Summer; After Dusk; Pen and Paper; Cascades; Bedtime; New Day
Mellow Moose,4xZn8EEsnsQr0wQ6j6ysJR,spotify:artist:4xZn8EEsnsQr0wQ6j6ysJR,60,lo-fi beats; lo-fi,40,Soil; Harbor; Lax; Koja; Stranded; Birdhouse; Window
les marais,5kPiI5sB5mBDOcbFyoEUng,spotify:artist:5kPiI5sB5mBDOcbFyoEUng,292,lo-fi beats; lo-fi,40,blossom; City of mine; Star Map; asleep; Frequencies; mintymoons; reflets du matin; Jardin Secret; Voix Perdues; Labyrinth
Skeptika,34yxdeDhSnUVmM0DZcExpT,spotify:artist:34yxdeDhSnUVmM0DZcExpT,1424,lo-fi beats; lo-fi,40,Drifting; waiting; Ascension; Floating; Levitate; Mezzanine; Helio Travellers; Light Time; Earth Travellers; quiet nights
Dondie,519dbDArl4MXSfg1TS8DL0,spotify:artist:519dbDArl4MXSfg1TS8DL0,283,lo-fi,39,Rearview; after after hours; Desk Drowsy; Half Forgotten
Big Baz,2e4e30xLggaLcy9jzJOFr9,spotify:artist:2e4e30xLggaLcy9jzJOFr9,43,lo-fi beats; lo-fi,39,Corridy; Street Smart; The Late Shift; Evening Coffee; Love Bug; One Way to Find Out
Savage Bops,3D54UHQi6RvooCNsIP0E27,spotify:artist:3D54UHQi6RvooCNsIP0E27,259,lo-fi,39,Flower II; Temporality; Out Of Jazzizity; Key 2 Me; Pivotal Point; Crimson Café; Temporality - Rain Version
linanthem,0HrxevJVGTEFBWFfAc88H3,spotify:artist:0HrxevJVGTEFBWFfAc88H3,5228,lo-fi beats; jazz beats; lo-fi; lo-fi hip hop,39,my respite; passage; Unbroken; motivation; after hours; inside all Day; forevermore; gone; the time we spent; worries
Recaps,10AsJvn27mBPRP1G05gQs1,spotify:artist:10AsJvn27mBPRP1G05gQs1,326,lo-fi beats; lo-fi,39,"Flowhaven; Skylghts; Chasing Yesterday; Stickwithit; My Point, Exactly; Coastal Haze; Fo-Sho"
quiet arcade,5rriJFWWklMuztCTeJLauH,spotify:artist:5rriJFWWklMuztCTeJLauH,98,lo-fi beats; lo-fi,39,inner glow; amber flow; midnight blossom; winter tide; lilac bloom; evening blur; slow flora
Vibe Provide Collective,11mQA5IpVhHpcOPQt4kJCf,spotify:artist:11mQA5IpVhHpcOPQt4kJCf,110,lo-fi beats; lo-fi,39,Fragments; Silent Reflections; Imperfections; Mellow Mornings; Dayglow; Dream Girl (Instrumental Version); Think Different; Rêves des Amoureux; Avocado Toast; Look around u
Cozeen,1r8Sy3pJbfjT1R1y18C6B9,spotify:artist:1r8Sy3pJbfjT1R1y18C6B9,5,,38,late night espresso; cheeky blue; sesame daybreak; morning haze
iomoo,1nCanHmL8zMpzm84QvyHuo,spotify:artist:1nCanHmL8zMpzm84QvyHuo,178,lo-fi hip hop; lo-fi,38,fleeting moments; morning moon; Cloud Studies; Painted On The Sky; Winterhome; enigma; trails; little horse; buru; drowsy
blank maxxymus,0h8hl2SvfzyyxBQEkuu99K,spotify:artist:0h8hl2SvfzyyxBQEkuu99K,427,lo-fi beats; lo-fi,38,building blocks; sleeping in blue; a day with the kids; childhood friends; da vinci; Miami Beach; mountains; space; setting sails; after work
Invisible Beach,3xlDAzWOZoDGyuoSEfVFjt,spotify:artist:3xlDAzWOZoDGyuoSEfVFjt,219,lo-fi beats; lo-fi,38,Duvet; Unchained; Apples & Bananas; Rolling; In The Light; Mashed Tomatoes; Estimated Time of Arrival; Yesterdays; Be Brave; Speedos
Mr Clyde,1opBFPwxKU6AtV79qj6wby,spotify:artist:1opBFPwxKU6AtV79qj6wby,103,lo-fi beats; lo-fi,38,Autumn Views; Proletarian; Sepia Dreams; Railroad Depot; Hampton House; Dispute
Watasino,4gblEuW5hn0GK6ZkrcquRw,spotify:artist:4gblEuW5hn0GK6ZkrcquRw,611,lo-fi beats; lo-fi,37,Deep Forest; Shifen Falls; Calm Current; The Way Of A Certain Village; Yūdachi; Thoughts; Shirushi; Paper Plane (Alternative Version); Benikake; Diamond Day (Alternative Version)
Seame,3364KeB9T8SEaOA7PKSVlU,spotify:artist:3364KeB9T8SEaOA7PKSVlU,110,lo-fi beats; lo-fi,37,BAGS; fi$h; orca; SLOOW; Friends of mine; r/nosleep; EYS; peach sky; Slow End; SURF
The Notorious CPU,0oNKkdrAeLRQROSkaFCrym,spotify:artist:0oNKkdrAeLRQROSkaFCrym,481,,36,Every Step Holds Freedom; Kindness We Found; Sunrise In The Veins; In The Quiet Of Me; No Straight Lines; GHOST FUNK Transmitter; Soft Bloom; Air Between Moments; A Little Further Now; Currents Carry On
Moofushi,040nbVsOxXbFZt3vlgzcNb,spotify:artist:040nbVsOxXbFZt3vlgzcNb,57,lo-fi beats; lo-fi,36,Neverending; Serum; Sixtyfive; Speechless; Seven Fifty; Our Time
Valgre,4Car9HylNpk3hdArsuEQOp,spotify:artist:4Car9HylNpk3hdArsuEQOp,169,lo-fi beats; lo-fi,36,"Purple Night; School Of Rytmus; Mi Casa, Su Casa; Stair Of Clouds; Small Talk; Canned Tears; Mellow Afternoon; Streets; Shibamata; Riviera"
layla-sage,2pvN8yK5XF0djm2kuMwKyi,spotify:artist:2pvN8yK5XF0djm2kuMwKyi,14,lo-fi beats; lo-fi,35,Misty Midnights; Time To Let Go
